"","E","N","group","country","long","lat"
"1267",5300,3552,1,7,25.1072435232332,54.1496263109726
"1268",5303,3560,1,7,25.1782283339685,54.2140747666133
"1269",5308,3565,1,7,25.2697172916475,54.2484452976421
"1270",5314,3566,1,7,25.3632218302422,54.2458436316003
"1271",5319,3572,1,7,25.4582630735976,54.2888193240852
"1272",5322,3570,1,7,25.4967419597944,54.265588498414
"1273",5325,3564,1,7,25.5218725939685,54.2073635665591
"1274",5324,3560,1,7,25.4935884996378,54.1742933062935
"1275",5325,3558,1,7,25.5019614442885,54.154885865863
"1276",5329,3557,1,7,25.5586136915923,54.1384689093608
"1277",5336,3558,1,7,25.6668483140275,54.1337176145369
"1278",5340,3561,1,7,25.7368495759484,54.1521841271669
"1279",5341,3564,1,7,25.7619402192466,54.1764562383954
"1280",5340,3568,1,7,25.7604309436657,54.213356477831
"1281",5338,3572,1,7,25.743903345005,54.2522021145041
"1282",5334,3575,1,7,25.6939064031155,54.286187507122
"1283",5328,3576,1,7,25.6070219872949,54.3065297385022
"1284",5324,3575,1,7,25.5434865982666,54.3054828064624
"1285",5323,3577,1,7,25.5351134686443,54.3248931221512
"1286",5323,3583,1,7,25.5551821262339,54.3773627222155
"1287",5325,3592,1,7,25.6155990163279,54.4522024046708
"1288",5327,3602,1,7,25.6796520141492,54.5357486149128
"1289",5329,3605,1,7,25.7201099837196,54.558085790345
"1290",5328,3608,1,7,25.7151940115941,54.5862466243463
"1291",5327,3613,1,7,25.7170984987661,54.6318857343726
"1292",5325,3622,1,7,25.7175196868043,54.7144246234387
"1293",5326,3635,1,7,25.7774030150997,54.8260688147945
"1294",5328,3646,1,7,25.8459754596695,54.9182478049162
"1295",5334,3650,1,7,25.9514880447794,54.9413721916934
"1296",5342,3654,1,7,26.0876568821687,54.9604260246777
"1297",5346,3659,1,7,26.1664475177522,54.9960689207596
"1298",5347,3665,1,7,26.2030975440387,55.0464064334132
"1299",5347,3670,1,7,26.2209631222268,55.0900190601368
"1300",5347,3674,1,7,26.2352889796496,55.1249068238113
"1301",5350,3676,1,7,26.2884287559677,55.1363077868192
"1302",5369,3679,1,7,26.5902264059523,55.1237832033971
"1303",5370,3688,1,7,26.6385938220756,55.2001083720905
"1304",5371,3691,1,7,26.6649869854304,55.2241699682191
"1305",5374,3694,1,7,26.7220991476107,55.2440880053012
"1306",5376,3697,1,7,26.7639246196947,55.2660555835658
"1307",5375,3699,1,7,26.756011261698,55.2855390848207
"1308",5369,3700,1,7,26.6675573220922,55.3066626738903
"1309",5358,3698,1,7,26.4911019421708,55.3118317567456
"1310",5355,3700,1,7,26.4522800491929,55.3353804952243
"1311",5355,3704,1,7,26.4669314481332,55.3702363863223
"1312",5356,3713,1,7,26.5154362848,55.4466085503476
"1313",5356,3724,1,7,26.556111438901,55.542432256718
"1314",5356,3733,1,7,26.5895660800439,55.6208212961075
"1315",5355,3738,1,7,26.5927145781941,55.6664246038655
"1316",5356,3739,1,7,26.6119572303293,55.6730745444458
"1317",5365,3743,1,7,26.7665523157096,55.6892719041102
"1318",5367,3745,1,7,26.8051293059541,55.7025140960841
"1319",5373,3759,1,7,26.9516125491527,55.8117457399745
"1320",5378,3762,1,7,27.0408756681777,55.827291071413
"1321",5394,3763,1,7,27.2933499546066,55.8019174791376
"1322",5402,3765,1,7,27.4253775017129,55.8020641427909
"1323",5404,3765,1,7,27.4564144371481,55.7977395934615
"1324",5411,3766,1,7,27.5689592122016,55.7912198427765
"1325",5411,3768,1,7,27.5768958613477,55.8085700893976
"1326",5412,3780,1,7,27.6402440874627,55.9104721626217
"1327",5414,3784,1,7,27.6873812641948,55.9407781674278
"1328",5422,3801,1,7,27.8807872366037,56.0704765974972
"1329",5429,3810,1,7,28.0269264009459,56.1328358152147
"1330",5434,3812,1,7,28.1132712215532,56.1389414074158
"1331",5435,3812,1,7,28.128887468982,56.1366936031174
"1332",4911,4148,1,8,20.6032891651012,60.0345563654815
"1333",4911,4146,1,8,20.5976631888376,60.0167943100772
"1334",4906,4144,1,8,20.5035881333108,60.005701854471
"1335",4904,4146,1,8,20.4737524150037,60.0261219568856
"1336",4900,4145,1,8,20.4001568244142,60.0225177941271
"1337",4899,4146,1,8,20.3852054921303,60.0327179764086
"1338",4900,4149,1,8,20.4112095714129,60.0580592835098
"1339",4904,4151,1,8,20.4876717466189,60.0705407207256
"1340",4908,4151,1,8,20.5585764009074,60.0652160361791
"1341",4911,4148,1,8,20.6032891651012,60.0345563654815
"1342",4856,4157,2,8,19.650657047223,60.1850691503576
"1343",4857,4154,2,8,19.6607317407633,60.1571417711393
"1344",4855,4155,2,8,19.6276950621058,60.1684856239775
"1345",4853,4154,2,8,19.5895139495268,60.1620161337228
"1346",4852,4150,2,8,19.5614983239402,60.1276157753609
"1347",4850,4151,2,8,19.528457052399,60.1389362534019
"1348",4848,4155,2,8,19.5030019905819,60.1769634710574
"1349",4849,4162,2,8,19.5386577137926,60.2380891427852
"1350",4853,4163,2,8,19.6126159521398,60.2421417301014
"1351",4856,4157,2,8,19.650657047223,60.1850691503576
"1352",4871,4177,3,8,19.9710499967926,60.3444079909531
"1353",4873,4178,3,8,20.0095197210484,60.3507723699875
"1354",4874,4179,3,8,20.0301088175769,60.3583978754262
"1355",4877,4178,3,8,20.0810816187009,60.3456827223859
"1356",4882,4175,3,8,20.1623135339362,60.3125955492259
"1357",4883,4173,3,8,20.1747186241183,60.2935250507045
"1358",4886,4172,3,8,20.225541483454,60.2807595458236
"1359",4888,4170,3,8,20.2557379581393,60.2603868161072
"1360",4885,4162,3,8,20.1804088551574,60.1931470191176
"1361",4883,4161,3,8,20.1420889246528,60.1868283539449
"1362",4881,4162,3,8,20.1091837515297,60.198283831305
"1363",4879,4161,3,8,20.070871958032,60.1919457498485
"1364",4877,4159,3,8,20.029896044327,60.1767032850196
"1365",4877,4156,3,8,20.021868715551,60.1500214661358
"1366",4878,4149,3,8,20.0209494103459,60.0864960094996
"1367",4865,4146,3,8,19.7822400498516,60.076096729346
"1368",4862,4148,3,8,19.7341480393438,60.0976002554903
"1369",4856,4162,3,8,19.6635686915438,60.2295777848442
"1370",4856,4166,3,8,19.6739266949544,60.2651843142761
"1371",4859,4168,3,8,19.7327135886038,60.2792994530446
"1372",4861,4169,3,8,19.7710594963298,60.285729246453
"1373",4862,4161,3,8,19.767974204608,60.2132954180384
"1374",4866,4162,3,8,19.8419085219829,60.217228142939
"1375",4866,4167,3,8,19.8550913530738,60.2617177058518
"1376",4866,4171,3,8,19.8656669270974,60.2973089363186
"1377",4865,4173,3,8,19.8530851861353,60.3163535778808
"1378",4862,4174,3,8,19.8020723156215,60.3289867966311
"1379",4860,4176,3,8,19.7715446481653,60.3492654799412
"1380",4862,4180,3,8,19.8179025153891,60.3823815407647
"1381",4865,4183,3,8,19.8796250456384,60.405333323256
"1382",4869,4178,3,8,19.937937332108,60.3558260478667
"1383",4871,4177,3,8,19.9710499967926,60.3444079909531
"1384",3960,3159,1,9,4.80464053464067,51.4261473081764
"1385",3961,3157,1,9,4.82102074556451,51.408861051344
"1386",3962,3156,1,9,4.83637568852962,51.4005347389595
"1387",3969,3156,1,9,4.93675996596642,51.4049367994719
"1388",3973,3160,1,9,4.99019826756858,51.4432690025389
"1389",3976,3162,1,9,5.03131120740424,51.4630381186089
"1390",3977,3160,1,9,5.04761903081595,51.4457197625503
"1391",3978,3155,1,9,5.06681914359905,51.4015051975548
"1392",3979,3148,1,9,5.0879040681965,51.3393569569492
"1393",3987,3140,1,9,5.21000001878627,51.2724035994227
"1394",3993,3138,1,9,5.29766502412441,51.2579711626134
"1395",4002,3139,1,9,5.42548566731806,51.2720710861651
"1396",4005,3140,1,9,5.46751899737351,51.2827190011548
"1397",4007,3138,1,9,5.49789819271558,51.2658923514559
"1398",4009,3134,1,9,5.52999975047466,51.2311192027224
"1399",4014,3130,1,9,5.60490401274236,51.1979652762287
"1400",4024,3126,1,9,5.75107796917583,51.1673953730624
"1401",4027,3124,1,9,5.79554631656513,51.1510110218334
"1402",4029,3121,1,9,5.82652712548899,51.1251253613025
"1403",4028,3116,1,9,5.81632945793816,51.0797522078774
"1404",4022,3106,1,9,5.73910181707572,50.9869224660979
"1405",4021,3102,1,9,5.7281881231836,50.9505123949062
"1406",4022,3101,1,9,5.74322110821224,50.9420645791769
"1407",4021,3099,1,9,5.73066433448362,50.9235977686548
"1408",4014,3093,1,9,5.63631667328497,50.8660596722586
"1409",4014,3090,1,9,5.63883930029331,50.839146768678
"1410",4015,3086,1,9,5.65636149210499,50.8037966254564
"1411",4017,3082,1,9,5.68800999031006,50.7689735316936
"1412",4017,3083,1,9,5.68718083904405,50.7779451052823
"1413",4027,3085,1,9,5.82715939977827,50.8010979607711
"1414",4031,3079,1,9,5.88856905274902,50.7492941324041
"1415",4038,3078,1,9,5.98839764830871,50.7438103218736
"1416",4039,3076,1,9,6.00408227604229,50.7263534764914
"1417",4046,3070,1,9,6.10758181274409,50.675893954331
"1418",4049,3065,1,9,6.15365864119919,50.632441658629
"1419",4054,3060,1,9,6.22785806614686,50.5898990926818
"1420",4049,3055,1,9,6.16100409943786,50.542684394464
"1421",4050,3052,1,9,6.17728346062649,50.5162264503416
"1422",4051,3050,1,9,6.1928183735858,50.4987421366304
"1423",4058,3048,1,9,6.2927809090484,50.4840148672036
"1424",4061,3044,1,9,6.33779470544857,50.449461931867
"1425",4061,3038,1,9,6.3419708549927,50.3955971458291
"1426",4062,3029,1,9,6.36223722545201,50.3152448752539
"1427",4048,3020,1,9,6.17244325179328,50.2280434402612
"1428",4043,3010,1,9,6.10980850794916,50.1359125392942
"1429",4043,3008,1,9,6.11127401208729,50.1179593583729
"1430",4042,3008,1,9,6.0973096792616,50.1174820973076
"1431",4041,3012,1,9,6.08039225686003,50.1529085384068
"1432",4039,3012,1,9,6.05244392303312,50.1519446371843
"1433",4033,3013,1,9,5.9678450127666,50.1579873207465
"1434",4025,3005,1,9,5.86229285675744,50.0821829733526
"1435",4021,2997,1,9,5.81278637259428,50.0083460942038
"1436",4018,2991,1,9,5.77575314027262,49.9529538282179
"1437",4015,2987,1,9,5.73720764507403,49.9154976941261
"1438",4014,2982,1,9,5.72730231106158,49.8701037467023
"1439",4014,2980,1,9,5.72889845006631,49.8521550214781
"1440",4013,2977,1,9,5.71741372524872,49.8247083882243
"1441",4013,2975,1,9,5.71901128602266,49.8067595510517
"1442",4017,2969,1,9,5.77921899341679,49.7549916546658
"1443",4018,2966,1,9,5.79542406911558,49.7285814897776
"1444",4023,2956,1,9,5.87234951697022,49.6413722727434
"1445",4021,2952,1,9,5.84778128330161,49.6044548751283
"1446",4020,2949,1,9,5.83628188593062,49.5770179857491
"1447",4018,2946,1,9,5.81099654445508,49.5490683332786
"1448",4016,2944,1,9,5.78496031188887,49.5300888063613
"1449",4010,2945,1,9,5.70141540683146,49.5359412163434
"1450",4003,2944,1,9,5.60568075974011,49.5232461866332
"1451",3998,2942,1,9,5.53838872624953,49.5025909071588
"1452",3995,2943,1,9,5.49621057337364,49.5099204031814
"1453",3990,2948,1,9,5.4230642854403,49.5520102653493
"1454",3985,2955,1,9,5.34806492611115,49.6119949943926
"1455",3981,2959,1,9,5.2893275583936,49.6455910769396
"1456",3980,2962,1,9,5.27287536873881,49.6719272855055
"1457",3975,2964,1,9,5.20195713243371,49.6869557693847
"1458",3969,2968,1,9,5.1153429542364,49.7192818139389
"1459",3965,2972,1,9,5.05630783390381,49.7527533561078
"1460",3961,2975,1,9,4.99812115769315,49.7772249975604
"1461",3956,2976,1,9,4.92790384206872,49.7831112877549
"1462",3951,2976,1,9,4.85862677683844,49.7799871610995
"1463",3950,2983,1,9,4.83803807311003,49.8421227189383
"1464",3950,2991,1,9,4.83031475267673,49.9138524402926
"1465",3947,2996,1,9,4.78375745218068,49.9567742883796
"1466",3953,3015,1,9,4.84883695707395,50.1309280662453
"1467",3951,3017,1,9,4.81897359565766,50.14759336274
"1468",3947,3016,1,9,4.76412085322494,50.1360764548555
"1469",3942,3011,1,9,4.69933387995482,50.0880278353266
"1470",3939,3006,1,9,4.66252874356054,50.0412532260821
"1471",3938,3001,1,9,4.65362106718369,49.9957791067434
"1472",3929,2997,1,9,4.53250528762601,49.9539679922907
"1473",3917,2996,1,9,4.36677399848627,49.9368533026409
"1474",3903,2999,1,9,4.16901876904745,49.9539111371505
"1475",3901,3001,1,9,4.1390306830962,49.9703975539426
"1476",3900,3002,1,9,4.12402871218918,49.9786376939703
"1477",3901,3004,1,9,4.13573337798978,49.9972730915858
"1478",3902,3006,1,9,4.14744668706921,50.0159072501278
"1479",3904,3009,1,9,4.1719942335278,50.0442131472904
"1480",3905,3014,1,9,4.18045028531074,50.0897197132241
"1481",3903,3018,1,9,4.14817524320575,50.1241242463787
"1482",3902,3020,1,9,4.13201961602332,50.141322796084
"1483",3903,3024,1,9,4.14155438563868,50.1778728241008
"1484",3905,3028,1,9,4.16507442519819,50.2151373979223
"1485",3905,3031,1,9,4.16176640975194,50.2420116359096
"1486",3897,3040,1,9,4.03979509833108,50.3168444207587
"1487",3890,3042,1,9,3.93950303302871,50.3296007095216
"1488",3884,3043,1,9,3.85432608585155,50.3340683481497
"1489",3879,3044,1,9,3.78313564531825,50.3392350112633
"1490",3876,3044,1,9,3.7411254014825,50.3369419571696
"1491",3874,3042,1,9,3.7155027563583,50.3174995884595
"1492",3872,3040,1,9,3.68990048014964,50.2980515567461
"1493",3870,3043,1,9,3.65831797508265,50.3233577875416
"1494",3869,3058,1,9,3.6261942476746,50.4568510979166
"1495",3867,3060,1,9,3.59568470188423,50.4731865832356
"1496",3858,3063,1,9,3.46560135390478,50.4928988896
"1497",3847,3065,1,9,3.3085836704124,50.5018779575713
"1498",3844,3068,1,9,3.26259825758019,50.5262486339688
"1499",3843,3075,1,9,3.23952099116456,50.5880437936775
"1500",3843,3083,1,9,3.22916945980917,50.6596092679908
"1501",3840,3091,1,9,3.17644266167078,50.7286688413489
"1502",3838,3093,1,9,3.14559045995538,50.7448798284563
"1503",3835,3097,1,9,3.09794476887629,50.7781237725302
"1504",3829,3096,1,9,3.01454572023811,50.7640697775219
"1505",3822,3092,1,9,2.9211582759587,50.7222644075134
"1506",3817,3091,1,9,2.85200806805276,50.7089613323746
"1507",3816,3091,1,9,2.83790795142626,50.7080837973953
"1508",3810,3096,1,9,2.74636313539578,50.7474766449394
"1509",3805,3103,1,9,2.66596083833875,50.8055697624402
"1510",3800,3111,1,9,2.58392224387387,50.8725398347468
"1511",3800,3115,1,9,2.57819955416566,50.9082838945262
"1512",3802,3120,1,9,2.59937076868595,50.9547830409681
"1513",3800,3123,1,9,2.56672134796258,50.9797699185874
"1514",3798,3130,1,9,2.52825003254205,51.0404868763386
"1515",3798,3136,1,9,2.51955108211932,51.0940953183799
"1516",3830,3151,1,9,2.95403433264215,51.2567057481006
"1517",3849,3159,1,9,3.21462512527033,51.3443889022187
"1518",3858,3161,1,9,3.34073637521505,51.3697142748725
"1519",3859,3152,1,9,3.36673485401524,51.290021625257
"1520",3861,3148,1,9,3.40046316815453,51.2558636896019
"1521",3863,3146,1,9,3.43157830671346,51.2395887524005
"1522",3865,3146,1,9,3.4601206873181,51.2411994323174
"1523",3869,3148,1,9,3.51468029771539,51.2622952939577
"1524",3873,3150,1,9,3.56928874846092,51.2833658698855
"1525",3880,3148,1,9,3.67177630723514,51.270955918504
"1526",3885,3145,1,9,3.74686446098717,51.2479708796006
"1527",3887,3143,1,9,3.77784915024516,51.2316022746025
"1528",3890,3140,1,9,3.8242838381237,51.2070334303588
"1529",3895,3139,1,9,3.89681017456996,51.2018532647224
"1530",3905,3143,1,9,4.03483722764591,51.2450815064455
"1531",3915,3149,1,9,4.17083935965513,51.3060582437755
"1532",3918,3153,1,9,4.20921637466886,51.344023492303
"1533",3919,3157,1,9,4.21900310772958,51.3805581738936
"1534",3924,3154,1,9,4.29399021238925,51.3572201645699
"1535",3929,3153,1,9,4.36669430260504,51.3517483944399
"1536",3931,3154,1,9,4.39423412798804,51.3620879311808
"1537",3930,3161,1,9,4.37219385530153,51.4241007495753
"1538",3935,3164,1,9,4.44062985086764,51.454413760318
"1539",3939,3165,1,9,4.49695726877787,51.4660934176348
"1540",3941,3162,1,9,4.52889499615571,51.4405663981534
"1541",3944,3159,1,9,4.57513685660718,51.4156982807803
"1542",3948,3159,1,9,4.63250369924917,51.4183527893106
"1543",3957,3166,1,9,4.75439175542093,51.4869527637968
"1544",3958,3164,1,9,4.77081413777221,51.4696740629277
"1545",3960,3161,1,9,4.80259992390928,51.4440712627303
"1546",3960,3159,1,9,4.80464053464067,51.4261473081764
"1547",4408,3532,1,10,11.3552561524092,54.8862692582454
"1548",4419,3525,1,10,11.5242139427188,54.8214081788418
"1549",4427,3526,1,10,11.6489626347223,54.8288121736259
"1550",4432,3523,1,10,11.7255778975293,54.8008118734494
"1551",4434,3519,1,10,11.7551154572313,54.7644457623784
"1552",4434,3509,1,10,11.7512737334875,54.6746141513978
"1553",4429,3506,1,10,11.6727128575401,54.6487291168268
"1554",4423,3507,1,10,11.5801587414506,54.6589265485701
"1555",4415,3503,1,10,11.4549854100408,54.6245010734361
"1556",4387,3519,1,10,11.0252379933296,54.7725766486744
"1557",4387,3532,1,10,11.0281741119968,54.8893848609399
"1558",4388,3537,1,10,11.0449023201085,54.9341821961508
"1559",4401,3539,1,10,11.2481603782151,54.950296395092
"1560",4408,3532,1,10,11.3552561524092,54.8862692582454
"1561",4352,3526,2,10,10.4823166686622,54.8387606552936
"1562",4347,3525,2,10,10.4044363629334,54.8300504916675
"1563",4342,3528,2,10,10.3268770162446,54.8572366093442
"1564",4334,3537,2,10,10.2027552084703,54.9383768825419
"1565",4333,3539,2,10,10.1872414176856,54.9563738485055
"1566",4338,3538,2,10,10.2651995145578,54.9472466639407
"1567",4343,3533,2,10,10.3428198741937,54.9021260322384
"1568",4347,3532,2,10,10.4050602896557,54.8929536002893
"1569",4353,3528,2,10,10.4980940335424,54.8566717801697
"1570",4352,3526,2,10,10.4823166686622,54.8387606552936
"1571",4484,3542,3,10,12.544051888685,54.9576488744354
"1572",4481,3541,3,10,12.4967131737537,54.9496102887144
"1573",4472,3542,3,10,12.356891436074,54.9613102280587
"1574",4461,3533,3,10,12.1809653825856,54.8835866429744
"1575",4456,3536,3,10,12.104507952372,54.9118656086275
"1576",4458,3541,3,10,12.1380271560077,54.9562466741478
"1577",4459,3543,3,10,12.1545764465075,54.973942959813
"1578",4463,3545,3,10,12.2179716913371,54.9908171910438
"1579",4465,3548,3,10,12.2506851842432,55.0172049197677
"1580",4466,3553,3,10,12.2688170738166,55.0618300689074
"1581",4468,3550,3,10,12.2985623652667,55.0343175402613
"1582",4475,3549,3,10,12.4074089087739,55.023285319828
"1583",4478,3548,3,10,12.4537291163878,55.0133967281345
"1584",4481,3546,3,10,12.4994739132541,54.9945109622084
"1585",4484,3542,3,10,12.544051888685,54.9576488744354
"1586",4324,3531,4,10,10.0467278847054,54.8846141295354
"1587",4318,3529,4,10,9.95329270140524,54.8666414706447
"1588",4314,3532,4,10,9.89094429716899,54.8935616748574
"1589",4308,3533,4,10,9.7974236771895,54.9024316014082
"1590",4306,3550,4,10,9.76537801662803,55.0551451951468
"1591",4307,3551,4,10,9.78097082705403,55.0641598629915
"1592",4310,3550,4,10,9.8279436118823,55.0552465155953
"1593",4320,3542,4,10,9.98438616481318,54.9834719656141
"1594",4324,3533,4,10,10.0467484926773,54.9025868120243
"1595",4324,3531,4,10,10.0467278847054,54.8846141295354
"1596",4368,3516,5,10,10.7296361612448,54.7476947276724
"1597",4365,3515,5,10,10.6829165729461,54.7389726307317
"1598",4361,3524,5,10,10.6220645072675,54.8201700623436
"1599",4360,3527,5,10,10.606914038437,54.8472043298387
"1600",4365,3533,5,10,10.6856250432216,54.9007175335502
"1601",4368,3539,5,10,10.7333397714794,54.9543676831337
"1602",4375,3549,5,10,10.8444180542339,55.0435378788451
"1603",4379,3561,5,10,10.9093810165688,55.1509295371563
"1604",4381,3561,5,10,10.9407356492163,55.1506989943824
"1605",4379,3551,5,10,10.9073636626383,55.0610728247567
"1606",4370,3521,5,10,10.7615177591608,54.7924377109555
"1607",4368,3516,5,10,10.7296361612448,54.7476947276724
"1608",4646,3557,6,10,15.083368460255,55.0153144750733
"1609",4644,3555,6,10,15.0499491861564,54.99865451098
"1610",4633,3558,6,10,14.8817165500769,55.0323392276992
"1611",4619,3564,6,10,14.6694658296117,55.0944449881178
"1612",4620,3580,6,10,14.7017968057632,55.2372930309515
"1613",4623,3586,6,10,14.7552058969872,55.2893104234098
"1614",4648,3571,6,10,15.1304523449835,55.1394867260666
"1615",4648,3565,6,10,15.123623128914,55.0857261767109
"1616",4646,3557,6,10,15.083368460255,55.0153144750733
"1617",4361,3611,7,10,10.6342460474541,55.601970374766
"1618",4364,3606,7,10,10.6810426018047,55.5567915173574
"1619",4367,3593,7,10,10.7264249546258,55.4397052510199
"1620",4373,3579,7,10,10.8185953877407,55.3133211639022
"1621",4370,3574,7,10,10.7705106736729,55.2686882005629
"1622",4372,3566,7,10,10.8005278340732,55.1966044705039
"1623",4371,3558,7,10,10.7834365928397,55.1248158411428
"1624",4360,3549,7,10,10.6098701682466,55.0448965261448
"1625",4349,3549,7,10,10.4378603170723,55.0456143388712
"1626",4337,3553,7,10,10.2504299142104,55.0820742157551
"1627",4320,3561,7,10,9.98432022516833,55.1542149149899
"1628",4318,3566,7,10,9.95290828911826,55.19913988494
"1629",4316,3569,7,10,9.92146132985193,55.2260839873894
"1630",4312,3583,7,10,9.8581874632582,55.351842137847
"1631",4312,3601,7,10,9.85761290484576,55.5136042423546
"1632",4320,3603,7,10,9.98417206051668,55.5316570004055
"1633",4339,3611,7,10,10.2854163547666,55.6032329844858
"1634",4343,3610,7,10,10.3487625404191,55.5940877983004
"1635",4347,3606,7,10,10.411800650581,55.5579507063616
"1636",4352,3606,7,10,10.4909909252685,55.5576690588611
"1637",4360,3612,7,10,10.6185304237311,55.6110351535664
"1638",4361,3611,7,10,10.6342460474541,55.601970374766
"1639",4489,3613,8,10,12.6639400902875,55.5935945584101
"1640",4483,3608,8,10,12.5659806810957,55.550651977559
"1641",4482,3608,8,10,12.5501539958342,55.550971141467
"1642",4479,3615,8,10,12.5066310961649,55.6147812557274
"1643",4482,3619,8,10,12.5564992351415,55.6497556320246
"1644",4484,3622,8,10,12.5899895578966,55.6760543910374
"1645",4485,3622,8,10,12.6058658147875,55.6757301128127
"1646",4487,3618,8,10,12.6352304213076,55.6391554697463
"1647",4489,3613,8,10,12.6639400902875,55.5935945584101
"1648",4359,3631,9,10,10.6052730487976,55.7818593308064
"1649",4358,3629,9,10,10.5890776167252,55.7639602318134
"1650",4354,3631,9,10,10.5256347792259,55.782212422653
"1651",4353,3638,9,10,10.5105198737082,55.8451859938687
"1652",4355,3644,9,10,10.5431691832423,55.8989766517043
"1653",4353,3650,9,10,10.5119206587692,55.9530312182239
"1654",4355,3654,9,10,10.5444128426648,55.9888479436824
"1655",4360,3645,9,10,10.6231857181726,55.907599365501
"1656",4362,3641,9,10,10.6545444037211,55.8714919709011
"1657",4360,3636,9,10,10.621907793324,55.826716988366
"1658",4359,3631,9,10,10.6052730487976,55.7818593308064
"1659",4482,3634,10,10,12.5652130039102,55.7844631772241
"1660",4482,3622,10,10,12.5582363215729,55.676697005289
"1661",4481,3619,10,10,12.5406330167073,55.650073721691
"1662",4478,3617,10,10,12.4919051105746,55.6330545854886
"1663",4472,3614,10,10,12.395116668569,55.6079413270283
"1664",4467,3611,10,10,12.3142925553666,55.5824663836372
"1665",4462,3605,10,10,12.2320624019018,55.5299941988611
"1666",4461,3597,10,10,12.2122545532821,55.4584162893953
"1667",4465,3592,10,10,12.2728681354635,55.412388813572
"1668",4472,3589,10,10,12.3816762895935,55.3834133320553
"1669",4474,3578,10,10,12.4072652167001,55.2840260297014
"1670",4468,3572,10,10,12.3098297406827,55.2319036636341
"1671",4454,3566,10,10,12.087176902891,55.1818490249408
"1672",4452,3553,10,10,12.0498771418282,55.065595654279
"1673",4453,3543,10,10,12.0609487728764,54.9755177489025
"1674",4453,3535,10,10,12.0573116866294,54.9036607829934
"1675",4452,3525,10,10,12.0372434417149,54.8140944256509
"1676",4440,3520,10,10,11.8486754764304,54.7720834388704
"1677",4432,3535,10,10,11.7301425697311,54.9086117781616
"1678",4432,3542,10,10,11.732818749424,54.9714953479942
"1679",4429,3549,10,10,11.6886159043104,55.0350188852143
"1680",4429,3555,10,10,11.6908639493335,55.0889204688981
"1681",4426,3565,10,10,11.647569597771,55.1793816413076
"1682",4414,3568,10,10,11.4603036890763,55.2086579961828
"1683",4410,3568,10,10,11.3975102632101,55.2093703445093
"1684",4404,3566,10,10,11.3027356900957,55.1924104319419
"1685",4402,3567,10,10,11.2716340165753,55.2017161805141
"1686",4395,3581,10,10,11.1653965742761,55.3285715189563
"1687",4396,3596,10,10,11.185123744258,55.4632055614944
"1688",4392,3603,10,10,11.123696519217,55.5266803375219
"1689",4391,3607,10,10,11.108871990868,55.5627622979633
"1690",4391,3611,10,10,11.1098739340386,55.5987051913398
"1691",4388,3614,10,10,11.0630352927731,55.6260694271888
"1692",4384,3615,10,10,10.9998046734627,55.6355703411573
"1693",4382,3624,10,10,10.9700444263418,55.7166911419243
"1694",4386,3626,10,10,11.0341150341728,55.7341629090723
"1695",4397,3625,10,10,11.2088154685749,55.7236367216898
"1696",4401,3626,10,10,11.2727137701707,55.7320026192119
"1697",4404,3628,10,10,11.3210302278606,55.7494877322683
"1698",4412,3642,10,10,11.4529496916044,55.8738961988987
"1699",4412,3645,10,10,11.4539448745845,55.9008518364639
"1700",4413,3649,10,10,11.4712620889699,55.9366100069191
"1701",4422,3651,10,10,11.6158844247431,55.9528441733666
"1702",4427,3646,10,10,11.6939139166996,55.906887120348
"1703",4426,3637,10,10,11.6744986125201,55.8262374355317
"1704",4427,3626,10,10,11.6862185209014,55.7271997504881
"1705",4433,3623,10,10,11.7804165528499,55.6989490588873
"1706",4435,3622,10,10,11.8117862117548,55.6895167649924
"1707",4437,3631,10,10,11.8473283379195,55.7699137624579
"1708",4439,3635,10,10,11.8808753149384,55.805383000569
"1709",4441,3637,10,10,11.9136112942335,55.8228763236249
"1710",4442,3645,10,10,11.9330733774453,55.8945046301579
"1711",4440,3649,10,10,11.9028740693302,55.9309185239395
"1712",4437,3653,10,10,11.856621016271,55.9675585946643
"1713",4448,3662,10,10,12.0367905363688,56.0457355383107
"1714",4459,3670,10,10,12.2171744513129,56.1146751419463
"1715",4465,3671,10,10,12.3140430338437,56.1219581132304
"1716",4472,3669,10,10,12.425334936656,56.1019203709781
"1717",4478,3667,10,10,12.5204723262176,56.082102687331
"1718",4481,3665,10,10,12.5674154143974,56.063186612534
"1719",4483,3661,10,10,12.5970963562587,56.0266178577722
"1720",4479,3653,10,10,12.5283847348184,55.9560520756166
"1721",4478,3648,10,10,12.5095249704779,55.911461830522
"1722",4482,3634,10,10,12.5652130039102,55.7844631772241
"1723",4384,3794,11,10,11.0423517506557,57.2442841177756
"1724",4382,3792,11,10,11.0087821199902,57.2265641051035
"1725",4373,3795,11,10,10.8605788805185,57.2545870266055
"1726",4377,3801,11,10,10.9281055657474,57.3080725700716
"1727",4386,3803,11,10,11.0777627687612,57.3249170676343
"1728",4391,3802,11,10,11.1603751221581,57.3152256802631
"1729",4386,3797,11,10,11.0762112846715,57.2709843366077
"1730",4384,3794,11,10,11.0423517506557,57.2442841177756
"1731",4347,3785,12,10,10.4292758403014,57.1667980627107
"1732",4341,3768,12,10,10.3288787418946,57.0142643614268
"1733",4339,3766,12,10,10.2958506521155,56.9963642914527
"1734",4338,3746,12,10,10.278094977362,56.8166198004176
