"","E","N","group","long","lat"
"2582",2780.00267777682,2314.27695437166,23,-8.81102454299991,42.1881371051691
"2583",2780.66175903513,2315.18142249154,23,-8.80577551999991,42.1974958291733
"2584",2781.61259333524,2315.42274982773,23,-8.79523678299996,42.2017276001752
"2585",2782.05197765835,2315.63207439353,23,-8.79063880099991,42.2045352171762
"2586",2783.99722949407,2317.16372345602,23,-8.77196204299985,42.2222354131841
"2587",2788.95386750836,2319.34864787187,23,-8.71955318899995,42.2523460901974
"2588",2790.10448813472,2319.52125909924,23,-8.7064509759999,42.2564151001991
"2589",2790.52251545381,2319.65715018003,23,-8.70189368399985,42.2585309862001
"2590",2793.64705180539,2321.4264680913,23,-8.66991126199986,42.2809105432099
"2591",2795.21480385605,2321.64750979134,23,-8.65200761599991,42.2863223272122
"2592",2797.09996648667,2322.37140209299,23,-8.6317439439999,42.2968203742168
"2593",2797.75654167661,2322.7922732662,23,-8.62515214799992,42.301947327219
"2594",2798.24551674314,2323.61510348967,23,-8.62165279899992,42.3102074182227
"2595",2799.02166556084,2326.9266262499,23,-8.62165279899991,42.340806376236
"2596",2799.10653337648,2327.6703053158,23,-8.62271074099988,42.3474795532389
"2597",2798.82944394899,2327.83879943568,23,-8.62645423099991,42.3483340462393
"2598",2798.11737817875,2327.79604539493,23,-8.63475501199988,42.3463809212383
"2599",2796.63537529398,2326.93683382916,23,-8.64989173099988,42.3355980432337
"2600",2795.29037583316,2325.12357060357,23,-8.66075598899988,42.3167992152256
"2601",2793.71736585618,2323.48529084463,23,-8.67479407499985,42.2990176392178
"2602",2791.53851630055,2323.14076763016,23,-8.69957434799989,42.2911644492144
"2603",2789.82896875681,2323.16700437578,23,-8.7198380199999,42.2875837202127
"2604",2785.03543008141,2322.26147571539,23,-8.77391516799988,42.2689883422045
"2605",2783.92363069654,2321.52432484757,23,-8.78498287699991,42.2600772102007
"2606",2783.01547541476,2321.54739856023,23,-8.79576575399994,42.2582461551999
"2607",2778.88970706969,2322.92144749638,23,-8.84829667899987,42.260972392201
"2608",2777.23900146434,2322.8238399204,23,-8.86750240799991,42.2564151001991
"2609",2777.87047896617,2324.10411486484,23,-8.86363684799992,42.2689883422045
"2610",2779.2529764561,2326.28367684073,23,-8.8534236319999,42.2910830692144
"2611",2779.61899469728,2327.76788167729,23,-8.85326087099992,42.3048363242203
"2612",2780.11904029093,2327.63903836609,23,-8.84699459499999,42.3048363242203
"2613",2780.83334165167,2325.65249713099,23,-8.83299719999991,42.2891299442134
"2614",2781.48857294969,2326.35243966277,23,-8.82721920499995,42.2966983032168
"2615",2782.3731167845,2329.83731309955,23,-8.82652747299991,42.3290469362308
"2616",2782.42381620623,2330.76292173436,23,-8.82852128799996,42.3372256472345
"2617",2782.36128254694,2331.28337865516,23,-8.83071855399993,42.3416201782365
"2618",2782.70183678548,2331.48526357752,23,-8.82725989499994,42.3441429652374
"2619",2783.90802115131,2331.43179692012,23,-8.81285559799988,42.3463809212383
"2620",2786.6145226903,2330.02208371524,23,-8.77692623599989,42.3401553352357
"2621",2787.0760985338,2330.19779128303,23,-8.77196204299986,42.3427188112369
"2622",2787.99222092647,2331.45218346486,23,-8.76463782499985,42.3556989542425
"2623",2791.84736204818,2334.25540511227,23,-8.72687740799989,42.388739319257
"2624",2793.50346331615,2335.16684685761,23,-8.70982825399991,42.4003766892619
"2625",2796.54022857089,2336.23482162503,23,-8.67686926999995,42.416449280269
"2626",2797.95122134656,2337.07436284569,23,-8.66250566299988,42.4269066372736
"2627",2798.89597509154,2338.49038258871,23,-8.65526282499985,42.4413516242797
"2628",2798.08379582557,2338.31011129921,23,-8.66437740799995,42.4379743452782
"2629",2797.44678726454,2338.52399094925,23,-8.67251542899987,42.4384219362785
"2630",2796.72393595417,2339.04460873102,23,-8.68252519399994,42.4413516242797
"2631",2796.00831385621,2339.14337240367,23,-8.69127356699991,42.4406192022795
"2632",2795.7273270341,2339.10313317453,23,-8.69448808499988,42.439642639279
"2633",2795.50325276546,2338.9690015713,23,-8.69676673099986,42.4379743452782
"2634",2793.49078975567,2338.33522082488,23,-8.71882076699993,42.4279645792739
"2635",2791.13680901765,2337.24789150044,23,-8.7436417309999,42.4132347622675
"2636",2789.86742052136,2336.88225294747,23,-8.75763912699995,42.4072126262649
"2637",2788.02551450006,2336.8598959482,23,-8.77936764199992,42.4028994752631
"2638",2785.44660488588,2337.27040266821,23,-8.81102454299992,42.4007022102622
"2639",2782.93028795911,2338.26376869131,23,-8.84357662699998,42.4037132772634
"2640",2781.30684914482,2339.9434957896,23,-8.86750240799993,42.4146996052682
"2641",2780.94230597188,2341.33151166063,23,-8.87572180899994,42.4259707642731
"2642",2781.0729804905,2343.48400623885,23,-8.88023841099988,42.4450137332814
"2643",2780.72795361872,2344.79242233688,23,-8.88801021999989,42.455633850286
"2644",2779.83668509707,2345.63946129459,23,-8.90094967399989,42.4610049442884
"2645",2777.20470077984,2346.82523971167,23,-8.93545488199989,42.4653994752902
"2646",2776.73591535024,2347.39528991433,23,-8.94261633999986,42.4693057252919
"2647",2777.59026589077,2348.29538231449,23,-8.9350479809999,42.4790713502962
"2648",2779.26726867879,2348.84239261012,23,-8.91673743399985,42.4876162722998
"2649",2781.07937247417,2349.09320826594,23,-8.89598548099986,42.4938825483026
"2650",2782.32007494992,2349.08095589547,23,-8.88125566299993,42.4965680953038
"2651",2783.21244405192,2348.48614458398,23,-8.86900794199988,42.4933942673023
"2652",2783.64723765443,2347.41161419552,23,-8.86082923099988,42.4850121052988
"2653",2783.37838708859,2346.39721372897,23,-8.8611547519999,42.4755720012946
"2654",2782.16808254386,2345.99016286882,23,-8.87433834499994,42.4693057252919
"2655",2782.75747666471,2345.34753212831,23,-8.86554928299989,42.4650332642901
"2656",2783.76152305158,2344.59807186717,23,-8.85155188699991,42.4607608032882
"2657",2784.87387822636,2344.10119578905,23,-8.83698482999989,42.4589297492875
"2658",2785.78150211154,2344.20373479373,23,-8.82652747299991,42.4618594362887
"2659",2786.37173050682,2345.25680823827,23,-8.82249915299986,42.4723574832933
"2660",2786.46007704997,2346.58389367141,23,-8.82518469999994,42.4841169232984
"2661",2786.74785348712,2347.75222538327,23,-8.82506262899995,42.494940491303
"2662",2787.91955965773,2348.3474113562,23,-8.81285559799988,42.5027529913064
"2663",2787.82985161637,2352.35005992407,23,-8.82518469999994,42.5374209603215
"2664",2788.16563218711,2354.23946303476,23,-8.82652747299991,42.5546328743288
"2665",2788.82985574356,2355.77805147294,23,-8.82298743399986,42.5695254523353
"2666",2789.86369118159,2356.88052387305,23,-8.81383216099992,42.5814476523405
"2667",2791.03838379397,2357.47976146723,23,-8.80158443899989,42.5893008423438
"2668",2792.1597629733,2357.52304226047,23,-8.78840084499992,42.592189840345
"2669",2793.50590649547,2358.61569284819,23,-8.7755020819999,42.6047223923504
"2670",2797.99621552181,2364.50625711554,23,-8.73875891799992,42.6660830693769
"2671",2799.18848393809,2366.76455941592,23,-8.73094641799994,42.6884219363865
"2672",2798.69468462153,2366.89114149077,23,-8.73717200399988,42.6884219363865
"2673",2797.73923541549,2365.30071590484,23,-8.7440486319999,42.6724307253796
"2674",2796.55934679524,2363.81931793533,23,-8.75389563699991,42.6568871053729
"2675",2795.19308913591,2362.82491989118,23,-8.76732337099991,42.6451683553679
"2676",2793.67347824494,2362.68753042187,23,-8.78498287699992,42.6405703743658
"2677",2792.31639347304,2363.65312383751,23,-8.80382239499987,42.6459414673682
"2678",2791.67447261121,2365.2618289238,23,-8.81598873599995,42.6585147103737
"2679",2791.26332129157,2367.16166926379,23,-8.82624264199989,42.6741397103803
"2680",2790.42522734786,2368.3307884327,23,-8.8395076159999,42.682440491384
"2681",2788.68996153847,2366.3815905889,23,-8.85460364499991,42.661566467375
"2682",2788.1784849294,2365.08387661455,23,-8.85700436099996,42.6491152963696
